Record;City;OtherName;Country;Latitude;Longitude;Certainty;year;pop;cityid
1;Eridu;;Iraq;30.8158379;45.99607031;1;-3700;6000;Eridu_30.8_46
2;Eridu;;Iraq;30.8158379;45.99607031;1;-3500;10000;Eridu_30.8_46
3;Larak;Kesh;Iraq;32.31273751;45.66099799;1;-3500;10000;Larak_32.3_45.7
4;Uruk;Erech;Iraq;31.322222;45.636111;1;-3500;14000;Uruk_31.3_45.6
5;Anshan;;Iran;30.01201958;52.40857658;1;-3300;10000;Anshan_30_52.4
6;Eridu;;Iraq;30.8158379;45.99607031;1;-3300;10000;Eridu_30.8_46
7;Larak;Kesh;Iraq;32.31273751;45.66099799;1;-3300;10000;Larak_32.3_45.7
8;Uruk;Erech;Iraq;31.322222;45.636111;1;-3300;40000;Uruk_31.3_45.6
9;Anshan;;Iran;30.01201958;52.40857658;1;-3000;10000;Anshan_30_52.4
10;Eridu;;Iraq;30.8158379;45.99607031;1;-3000;10000;Eridu_30.8_46
11;Larak;Kesh;Iraq;32.31273751;45.66099799;1;-3000;10000;Larak_32.3_45.7
12;Nagar;Tell Brak;Syria;36.66739231;41.05865393;1;-3000;20000;Nagar_36.7_41.1
13;Nippur;;Iraq;32.12693858;45.23078534;1;-3000;10000;Nippur_32.1_45.2
14;Uruk;Erech;Iraq;31.322222;45.636111;1;-3000;40000;Uruk_31.3_45.6
15;Adab;;Iraq;31.94700807;45.96842134;1;-2800;10000;Adab_31.9_46
16;Anshan;;Iran;30.01201958;52.40857658;1;-2800;10000;Anshan_30_52.4
17;Kish;Qish;Iraq;32.55217989;44.5856425;1;-2800;30000;Kish_32.6_44.6
18;Larak;Kesh;Iraq;32.31273751;45.66099799;1;-2800;40000;Larak_32.3_45.7
19;Larsa;;Iraq;31.28397535;45.85304653;1;-2800;16000;Larsa_31.3_45.9
20;Mari;;Syria;34.54962872;40.88925833;1;-2800;10000;Mari_34.5_40.9
21;Nagar;Tell Brak;Syria;36.66739231;41.05865393;1;-2800;20000;Nagar_36.7_41.1
22;Nippur;;Iraq;32.12693858;45.23078534;1;-2800;10000;Nippur_32.1_45.2
23;Shuruppak;;Iraq;31.77736278;45.50976115;1;-2800;30000;Shuruppak_31.8_45.5
24;Umma;;Sumer;31.6211048;45.93344587;1;-2800;20000;Umma_31.6_45.9
25;Ur;;Iraq;30.962659;46.10321;1;-2800;12000;Ur_31_46.1
26;Urkesh;Urkiesh, Urkish, Tell Mozan;Syria;37.056944;40.997222;3;-2800;10000;Urkesh_37.1_41
27;Uruk;Erech;Iraq;31.322222;45.636111;1;-2800;80000;Uruk_31.3_45.6
28;Zabalam;Zabala;Iraq;31.743333;45.876667;2;-2800;10000;Zabalam_31.7_45.9
29;Adab;;Iraq;31.94700807;45.96842134;1;-2500;20000;Adab_31.9_46
30;Akshak;;Iraq;33.94720142;44.24471719;3;-2500;10000;Akshak_33.9_44.2
31;Anshan;;Iran;30.01201958;52.40857658;1;-2500;10000;Anshan_30_52.4
32;Ebla;;Syria;35.79839754;36.79872812;1;-2500;30000;Ebla_35.8_36.8
33;Harappa;;Pakistan;30.62983646;72.86614561;1;-2500;15000;Harappa_30.6_72.9
34;Kish;Qish;Iraq;32.55217989;44.5856425;1;-2500;20000;Kish_32.6_44.6
35;Lagash;;Iraq;31.41480316;46.40981591;1;-2500;60000;Lagash_31.4_46.4
36;Larak;Kesh;Iraq;32.31273751;45.66099799;1;-2500;10000;Larak_32.3_45.7
37;Larsa;;Iraq;31.28397535;45.85304653;1;-2500;10000;Larsa_31.3_45.9
38;Mari;;Syria;34.54962872;40.88925833;1;-2500;50000;Mari_34.5_40.9
39;Memphis;;Egypt;29.844722;31.250833;2;-2500;30000;Memphis_29.8_31.3
40;Mohenjodaro;Mohenjo-Daro;Pakistan;27.32533494;68.13293014;1;-2500;20000;Mohenjodaro_27.3_68.1
41;Nagar;Tell Brak;Syria;36.66739231;41.05865393;1;-2500;15000;Nagar_36.7_41.1
42;Nippur;;Iraq;32.12693858;45.23078534;1;-2500;20000;Nippur_32.1_45.2
43;Shahr-e Sukhteh;Shakr-I-Sohta;Iran;30.595278;61.326389;1;-2500;20000;Shahr-e Sukhteh_30.6_61.3
44;Shehna;Tell Leilan, Shubat-Enlil;Syria;36.957222;41.505278;3;-2500;10000;Shehna_37_41.5
45;Shuruppak;;Iraq;31.77736278;45.50976115;1;-2500;30000;Shuruppak_31.8_45.5
46;Umma;;Sumer;31.6211048;45.93344587;1;-2500;40000;Umma_31.6_45.9
47;Ur;;Iraq;30.962659;46.10321;1;-2500;10000;Ur_31_46.1
48;Urkesh;Urkiesh, Urkish, Tell Mozan;Syria;37.056944;40.997222;3;-2500;30000;Urkesh_37.1_41
49;Uruk;Erech;Iraq;31.322222;45.636111;1;-2500;40000;Uruk_31.3_45.6
50;Zabalam;Zabala;Iraq;31.743333;45.876667;2;-2500;10000;Zabalam_31.7_45.9
51;Adab;;Iraq;31.94700807;45.96842134;1;-2400;10000;Adab_31.9_46
52;Akshak;;Iraq;33.94720142;44.24471719;3;-2400;20000;Akshak_33.9_44.2
53;Anshan;;Iran;30.01201958;52.40857658;1;-2400;10000;Anshan_30_52.4
54;Ebla;;Syria;35.79839754;36.79872812;1;-2400;30000;Ebla_35.8_36.8
55;Girsu;;Iraq;31.56002579;46.1754283;1;-2400;40000;Girsu_31.6_46.2
56;Harappa;;Pakistan;30.62983646;72.86614561;1;-2400;20000;Harappa_30.6_72.9
57;Heliopolis;;Egypt;30.129528;31.288889;3;-2400;10000;Heliopolis_30.1_31.3
58;Lagash;;Iraq;31.41480316;46.40981591;1;-2400;30000;Lagash_31.4_46.4
59;Larak;Kesh;Iraq;32.31273751;45.66099799;1;-2400;10000;Larak_32.3_45.7
60;Mari;;Syria;34.54962872;40.88925833;1;-2400;50000;Mari_34.5_40.9
61;Memphis;;Egypt;29.844722;31.250833;2;-2400;30000;Memphis_29.8_31.3
62;Mohenjodaro;Mohenjo-Daro;Pakistan;27.32533494;68.13293014;1;-2400;40000;Mohenjodaro_27.3_68.1
63;Nagar;Tell Brak;Syria;36.66739231;41.05865393;1;-2400;10000;Nagar_36.7_41.1
64;Namazga-Tepe;Namazga-depe;Turkmenistan;37.372778;59.556944;1;-2400;10000;Namazga-Tepe_37.4_59.6
65;Nippur;;Iraq;32.12693858;45.23078534;1;-2400;20000;Nippur_32.1_45.2
66;Shahr-e Sukhteh;Shakr-I-Sohta;Iran;30.595278;61.326389;1;-2400;20000;Shahr-e Sukhteh_30.6_61.3
67;Shehna;Tell Leilan, Shubat-Enlil;Syria;36.957222;41.505278;3;-2400;10000;Shehna_37_41.5
68;Shuruppak;;Iraq;31.77736278;45.50976115;1;-2400;10000;Shuruppak_31.8_45.5
69;Susa;;Iran;32.19085;48.246028;1;-2400;10000;Susa_32.2_48.2
70;Umma;;Sumer;31.6211048;45.93344587;1;-2400;40000;Umma_31.6_45.9
71;Ur;;Iraq;30.962659;46.10321;1;-2400;10000;Ur_31_46.1
72;Urkesh;Urkiesh, Urkish, Tell Mozan;Syria;37.056944;40.997222;3;-2400;30000;Urkesh_37.1_41
73;Uruk;Erech;Iraq;31.322222;45.636111;1;-2400;30000;Uruk_31.3_45.6
74;Zabalam;Zabala;Iraq;31.743333;45.876667;2;-2400;10000;Zabalam_31.7_45.9
75;Adab;;Iraq;31.94700807;45.96842134;1;-2300;10000;Adab_31.9_46
76;Anshan;;Iran;30.01201958;52.40857658;1;-2300;10000;Anshan_30_52.4
77;Dholavira;;India;23.886111;70.216667;1;-2300;15000;Dholavira_23.9_70.2
78;Ebla;;Syria;35.79839754;36.79872812;1;-2300;30000;Ebla_35.8_36.8
79;Girsu;;Iraq;31.56002579;46.1754283;1;-2300;80000;Girsu_31.6_46.2
80;Harappa;;Pakistan;30.62983646;72.86614561;1;-2300;20000;Harappa_30.6_72.9
81;Heliopolis;;Egypt;30.129528;31.288889;3;-2300;10000;Heliopolis_30.1_31.3
82;Larak;Kesh;Iraq;32.31273751;45.66099799;1;-2300;10000;Larak_32.3_45.7
83;Mari;;Syria;34.54962872;40.88925833;1;-2300;50000;Mari_34.5_40.9
84;Memphis;;Egypt;29.844722;31.250833;2;-2300;30000;Memphis_29.8_31.3
85;Mohenjodaro;Mohenjo-Daro;Pakistan;27.32533494;68.13293014;1;-2300;40000;Mohenjodaro_27.3_68.1
86;Nagar;Tell Brak;Syria;36.66739231;41.05865393;1;-2300;20000;Nagar_36.7_41.1
87;Namazga-Tepe;Namazga-depe;Turkmenistan;37.372778;59.556944;1;-2300;10000;Namazga-Tepe_37.4_59.6
88;Nippur;;Iraq;32.12693858;45.23078534;1;-2300;30000;Nippur_32.1_45.2
89;Rakhigarhi;Rakhi Garhi;India;29.288611;76.113056;1;-2300;10000;Rakhigarhi_29.3_76.1
90;Shahr-e Sukhteh;Shakr-I-Sohta;Iran;30.595278;61.326389;1;-2300;10000;Shahr-e Sukhteh_30.6_61.3
91;Susa;;Iran;32.19085;48.246028;1;-2300;10000;Susa_32.2_48.2
92;Tell Taya;Samiatum;Iraq;36.33261877;42.4937529;1;-2300;15000;Tell Taya_36.3_42.5
93;Titris Hoyuk;;Turkey;37.47622;38.676116;3;-2300;10000;Titris Hoyuk_37.5_38.7
94;Umma;;Sumer;31.6211048;45.93344587;1;-2300;40000;Umma_31.6_45.9
95;Ur;;Iraq;30.962659;46.10321;1;-2300;20000;Ur_31_46.1
96;Urkesh;Urkiesh, Urkish, Tell Mozan;Syria;37.056944;40.997222;3;-2300;20000;Urkesh_37.1_41
97;Uruk;Erech;Iraq;31.322222;45.636111;1;-2300;30000;Uruk_31.3_45.6
98;Zabalam;Zabala;Iraq;31.743333;45.876667;2;-2300;10000;Zabalam_31.7_45.9
99;Ebla;;Syria;35.79839754;36.79872812;1;-2250;30000;Ebla_35.8_36.8
100;Nippur;;Iraq;32.12693858;45.23078534;1;-2250;30000;Nippur_32.1_45.2
101;Adab;;Iraq;31.94700807;45.96842134;1;-2200;30000;Adab_31.9_46
102;Akkad;;Iraq;32.77156192;44.32045916;2;-2200;30000;Akkad_32.8_44.3
103;Anshan;;Iran;30.01201958;52.40857658;1;-2200;10000;Anshan_30_52.4
104;Dholavira;;India;23.886111;70.216667;1;-2200;15000;Dholavira_23.9_70.2
105;Girsu;;Iraq;31.56002579;46.1754283;1;-2200;50000;Girsu_31.6_46.2
106;Harappa;;Pakistan;30.62983646;72.86614561;1;-2200;20000;Harappa_30.6_72.9
107;Memphis;;Egypt;29.844722;31.250833;2;-2200;30000;Memphis_29.8_31.3
108;Mohenjodaro;Mohenjo-Daro;Pakistan;27.32533494;68.13293014;1;-2200;40000;Mohenjodaro_27.3_68.1
109;Nagar;Tell Brak;Syria;36.66739231;41.05865393;1;-2200;15000;Nagar_36.7_41.1
110;Namazga-Tepe;Namazga-depe;Turkmenistan;37.372778;59.556944;1;-2200;10000;Namazga-Tepe_37.4_59.6
111;Nippur;;Iraq;32.12693858;45.23078534;1;-2200;30000;Nippur_32.1_45.2
112;Rakhigarhi;Rakhi Garhi;India;29.288611;76.113056;1;-2200;10000;Rakhigarhi_29.3_76.1
113;Susa;;Iran;32.19085;48.246028;1;-2200;10000;Susa_32.2_48.2
114;Titris Hoyuk;;Turkey;37.47622;38.676116;3;-2200;10000;Titris Hoyuk_37.5_38.7
115;Umma;;Sumer;31.6211048;45.93344587;1;-2200;10000;Umma_31.6_45.9
116;Ur;;Iraq;30.962659;46.10321;1;-2200;40000;Ur_31_46.1
117;Zabalam;Zabala;Iraq;31.743333;45.876667;2;-2200;10000;Zabalam_31.7_45.9
118;Adab;;Iraq;31.94700807;45.96842134;1;-2100;10000;Adab_31.9_46
119;Anshan;;Iran;30.01201958;52.40857658;1;-2100;10000;Anshan_30_52.4
120;Dholavira;;India;23.886111;70.216667;1;-2100;10000;Dholavira_23.9_70.2
121;Girsu;;Iraq;31.56002579;46.1754283;1;-2100;80000;Girsu_31.6_46.2
122;Harappa;;Pakistan;30.62983646;72.86614561;1;-2100;15000;Harappa_30.6_72.9
123;Mari;;Syria;34.54962872;40.88925833;1;-2100;30000;Mari_34.5_40.9
124;Mohenjodaro;Mohenjo-Daro;Pakistan;27.32533494;68.13293014;1;-2100;20000;Mohenjodaro_27.3_68.1
125;Nagar;Tell Brak;Syria;36.66739231;41.05865393;1;-2100;10000;Nagar_36.7_41.1
126;Namazga-Tepe;Namazga-depe;Turkmenistan;37.372778;59.556944;1;-2100;10000;Namazga-Tepe_37.4_59.6
127;Nina;Surghul;Iraq;31.411389;46.407222;3;-2100;10000;Nina_31.4_46.4
128;Nippur;;Iraq;32.12693858;45.23078534;1;-2100;30000;Nippur_32.1_45.2
129;Rakhigarhi;Rakhi Garhi;India;29.288611;76.113056;1;-2100;10000;Rakhigarhi_29.3_76.1
130;Susa;;Iran;32.19085;48.246028;1;-2100;10000;Susa_32.2_48.2
131;Umma;;Sumer;31.6211048;45.93344587;1;-2100;20000;Umma_31.6_45.9
132;Ur;;Iraq;30.962659;46.10321;1;-2100;100000;Ur_31_46.1
133;Uruk;Erech;Iraq;31.322222;45.636111;1;-2100;30000;Uruk_31.3_45.6
134;Zabalam;Zabala;Iraq;31.743333;45.876667;2;-2100;10000;Zabalam_31.7_45.9
135;Adab;;Iraq;31.94700807;45.96842134;1;-2000;10000;Adab_31.9_46
136;Anshan;;Iran;30.01201958;52.40857658;1;-2000;10000;Anshan_30_52.4
137;Dholavira;;India;23.886111;70.216667;1;-2000;10000;Dholavira_23.9_70.2
138;Girsu;;Iraq;31.56002579;46.1754283;1;-2000;40000;Girsu_31.6_46.2
139;Harappa;;Pakistan;30.62983646;72.86614561;1;-2000;10000;Harappa_30.6_72.9
140;Isin;;Iraq;31.88487801;45.2692575;1;-2000;40000;Isin_31.9_45.3
141;Larsa;;Iraq;31.28397535;45.85304653;1;-2000;40000;Larsa_31.3_45.9
142;Mari;;Syria;34.54962872;40.88925833;1;-2000;30000;Mari_34.5_40.9
143;Memphis;;Egypt;29.844722;31.250833;2;-2000;60000;Memphis_29.8_31.3
144;Mohenjodaro;Mohenjo-Daro;Pakistan;27.32533494;68.13293014;1;-2000;10000;Mohenjodaro_27.3_68.1
145;Mundigak;;Afghanistan;31.90671754;65.49785591;1;-2000;10000;Mundigak_31.9_65.5
146;Namazga-Tepe;Namazga-depe;Turkmenistan;37.372778;59.556944;1;-2000;10000;Namazga-Tepe_37.4_59.6
147;Nina;Surghul;Iraq;31.411389;46.407222;3;-2000;10000;Nina_31.4_46.4
148;Nippur;;Iraq;32.12693858;45.23078534;1;-2000;30000;Nippur_32.1_45.2
149;Rakhigarhi;Rakhi Garhi;India;29.288611;76.113056;1;-2000;10000;Rakhigarhi_29.3_76.1
150;Susa;;Iran;32.19085;48.246028;1;-2000;25000;Susa_32.2_48.2
151;Susa;;Iran;32.19085;48.246028;1;-2000;25000;Susa_32.2_48.2
152;Umma;;Sumer;31.6211048;45.93344587;1;-2000;25000;Umma_31.6_45.9
153;Ur;;Iraq;30.962659;46.10321;1;-2000;65000;Ur_31_46.1
154;Ur;;Iraq;30.962659;46.10321;1;-2000;20000;Ur_31_46.1
155;Uruk;Erech;Iraq;31.322222;45.636111;1;-2000;30000;Uruk_31.3_45.6
156;Zabalam;Zabala;Iraq;31.743333;45.876667;2;-2000;10000;Zabalam_31.7_45.9
157;Adab;;Iraq;31.94700807;45.96842134;1;-1900;10000;Adab_31.9_46
158;Assur;Ashur;Iraq;35.456667;43.2625;1;-1900;10000;Assur_35.5_43.3
159;Dilmun;;Iraq;26.12163972;50.49894117;1;-1900;10000;Dilmun_26.1_50.5
160;Ebla;;Syria;35.79839754;36.79872812;1;-1900;10000;Ebla_35.8_36.8
161;Elephantine;;Egypt;24.083333;32.883333;1;-1900;16000;Elephantine_24.1_32.9
162;Isin;;Iraq;31.88487801;45.2692575;1;-1900;40000;Isin_31.9_45.3
163;Larsa;;Iraq;31.28397535;45.85304653;1;-1900;40000;Larsa_31.3_45.9
164;Mari;;Syria;34.54962872;40.88925833;1;-1900;30000;Mari_34.5_40.9
165;Mundigak;;Afghanistan;31.90671754;65.49785591;1;-1900;10000;Mundigak_31.9_65.5
166;Nagar;Tell Brak;Syria;36.66739231;41.05865393;1;-1900;10000;Nagar_36.7_41.1
167;Nina;Surghul;Iraq;31.411389;46.407222;3;-1900;10000;Nina_31.4_46.4
168;Nippur;;Iraq;32.12693858;45.23078534;1;-1900;20000;Nippur_32.1_45.2
169;Ur;;Iraq;30.962659;46.10321;1;-1900;10000;Ur_31_46.1
170;Uruk;Erech;Iraq;31.322222;45.636111;1;-1900;30000;Uruk_31.3_45.6
171;Zabalam;Zabala;Iraq;31.743333;45.876667;2;-1900;10000;Zabalam_31.7_45.9
172;Adab;;Iraq;31.94700807;45.96842134;1;-1800;10000;Adab_31.9_46
173;Aleppo;Alep;Syria;36.216667;37.166667;2;-1800;10000;Aleppo_36.2_37.2
174;Anshan;;Iran;30.01201958;52.40857658;1;-1800;10000;Anshan_30_52.4
175;Assur;Ashur;Iraq;35.456667;43.2625;1;-1800;15000;Assur_35.5_43.3
176;Avaris;Pi-Rameses;Egypt;30.78629566;31.82221773;1;-1800;20000;Avaris_30.8_31.8
177;Badtibira;;Iraq;31.766667;46.004444;1;-1800;10000;Badtibira_31.8_46
178;Ebla;;Syria;35.79839754;36.79872812;1;-1800;10000;Ebla_35.8_36.8
179;Elephantine;;Egypt;24.083333;32.883333;1;-1800;16000;Elephantine_24.1_32.9
180;Eshnunna;Tell Asmar;Iraq;33.484167;44.728333;1;-1800;10000;Eshnunna_33.5_44.7
181;Hazor;Tel Hazor;Israel;33.01745538;35.5685014;1;-1800;16000;Hazor_33_35.6
182;Isin;;Iraq;31.88487801;45.2692575;1;-1800;20000;Isin_31.9_45.3
183;Larsa;;Iraq;31.28397535;45.85304653;1;-1800;40000;Larsa_31.3_45.9
184;Mari;;Syria;34.54962872;40.88925833;1;-1800;60000;Mari_34.5_40.9
185;Memphis;;Egypt;29.844722;31.250833;2;-1800;30000;Memphis_29.8_31.3
186;Mohenjodaro;Mohenjo-daro;Pakistan;27.32533494;68.13293014;1;-1800;20000;Mohenjodaro_27.3_68.1
187;Mundigak;;Afghanistan;31.90671754;65.49785591;1;-1800;10000;Mundigak_31.9_65.5
188;Nippur;;Iraq;32.12693858;45.23078534;1;-1800;20000;Nippur_32.1_45.2
189;Qatna;;Syria;34.835;36.865833;1;-1800;20000;Qatna_34.8_36.9
190;Shehna;Tell Leilan, Shubat-Enlil;Syria;36.957222;41.505278;3;-1800;10000;Shehna_37_41.5
191;Susa;;Iran;32.19085;48.246028;1;-1800;25000;Susa_32.2_48.2
192;Susa;;Iran;32.19085;48.246028;1;-1800;10000;Susa_32.2_48.2
193;Thebes;Waset;Egypt;25.720556;32.610278;1;-1800;10000;Thebes_25.7_32.6
194;Umma;;Sumer;31.6211048;45.93344587;1;-1800;40000;Umma_31.6_45.9
195;Zabalam;Zabala;Iraq;31.743333;45.876667;2;-1800;10000;Zabalam_31.7_45.9
196;Aleppo;Alep;Syria;36.216667;37.166667;2;-1700;10000;Aleppo_36.2_37.2
197;Assur;Ashur;Iraq;35.456667;43.2625;1;-1700;10000;Assur_35.5_43.3
198;Avaris;Pi-Rameses;Egypt;30.78629566;31.82221773;1;-1700;20000;Avaris_30.8_31.8
199;Babylon;;Iraq;32.536389;44.420833;1;-1700;60000;Babylon_32.5_44.4
200;Carchemish;Karkemish;Turkey/Syria;36.829722;38.015;1;-1700;10000;Carchemish_36.8_38
201;Ebla;;Syria;35.79839754;36.79872812;1;-1700;10000;Ebla_35.8_36.8
202;Elephantine;;Egypt;24.083333;32.883333;1;-1700;16000;Elephantine_24.1_32.9
203;Erlitou;;China;34.701758;112.697078;1;-1700;40000;Erlitou_34.7_112.7
204;Knossos;;Greece;35.2979516;25.16329744;1;-1700;15000;Knossos_35.3_25.2
205;Qatna;;Syria;34.835;36.865833;1;-1700;20000;Qatna_34.8_36.9
206;Susa;;Iran;32.19085;48.246028;1;-1700;10000;Susa_32.2_48.2
207;Thebes;Waset;Egypt;25.720556;32.610278;1;-1700;10000;Thebes_25.7_32.6
208;Assur;Ashur;Iraq;35.456667;43.2625;1;-1600;10000;Assur_35.5_43.3
209;Avaris;near Pi-Rameses;Egypt;30.78629566;31.82221773;2;-1600;100000;Avaris_30.8_31.8
210;Avaris;Pi-Rameses;Egypt;30.78629566;31.82221773;1;-1600;50000;Avaris_30.8_31.8
211;Babylon;;Iraq;32.536389;44.420833;1;-1600;60000;Babylon_32.5_44.4
212;Babylon;;Iraq;32.536389;44.420833;1;-1600;60000;Babylon_32.5_44.4
213;Bo ;Yanshi;China;34.733333;112.783333;1;-1600;24000;Bo _34.7_112.8
214;Carchemish;Karkemish;Turkey/Syria;36.829722;38.015;1;-1600;20000;Carchemish_36.8_38
215;Hattusa;Hattusah, Khattushash, Bogazkale;Turkey;40.019722;34.615278;1;-1600;30000;Hattusa_40_34.6
216;Hazor;Tel Hazor;Israel;33.01745538;35.5685014;1;-1600;24000;Hazor_33_35.6
217;Hazor;Tel Hazor;Israel;33.01745538;35.5685014;1;-1600;20000;Hazor_33_35.6
218;Knossos;;Greece;35.2979516;25.16329744;1;-1600;15000;Knossos_35.3_25.2
219;Nineveh;;Iraq;36.359444;43.152778;1;-1600;10000;Nineveh_36.4_43.2
220;Qatna;;Syria;34.835;36.865833;1;-1600;20000;Qatna_34.8_36.9
221;Susa;;Iran;32.19085;48.246028;1;-1600;25000;Susa_32.2_48.2
222;Susa;;Iran;32.19085;48.246028;1;-1600;10000;Susa_32.2_48.2
223;Thebes;Waset;Egypt;25.720556;32.610278;1;-1600;10000;Thebes_25.7_32.6
224;Akrotiri;;Greece;36.351389;25.403611;1;-1500;20000;Akrotiri_36.4_25.4
225;Assur;Ashur;Iraq;35.456667;43.2625;1;-1500;10000;Assur_35.5_43.3
226;Carchemish;Karkemish;Turkey/Syria;36.829722;38.015;1;-1500;10000;Carchemish_36.8_38
227;Knossos;;Greece;35.2979516;25.16329744;1;-1500;50000;Knossos_35.3_25.2
228;Nineveh;;Iraq;36.359444;43.152778;1;-1500;10000;Nineveh_36.4_43.2
229;Susa;;Iran;32.19085;48.246028;1;-1500;10000;Susa_32.2_48.2
230;Thebes;Waset;Egypt;25.720556;32.610278;1;-1500;60000;Thebes_25.7_32.6
231;Ao;Zhengzhou;China;34.766667;113.65;2;-1400;32000;Ao_34.8_113.7
232;Assur;Ashur;Iraq;35.456667;43.2625;1;-1400;10000;Assur_35.5_43.3
233;Carchemish;Karkemish;Turkey/Syria;36.829722;38.015;1;-1400;10000;Carchemish_36.8_38
234;Heliopolis;;Egypt;30.129528;31.288889;3;-1400;30000;Heliopolis_30.1_31.3
235;Jarkutan;;Uzbekistan;39.750833;68.775833;3;-1400;20000;Jarkutan_39.8_68.8
236;Kition;Citium ;Cyprus;34.916667;33.633333;1;-1400;30000;Kition_34.9_33.6
237;Nineveh;;Iraq;36.359444;43.152778;1;-1400;10000;Nineveh_36.4_43.2
238;Nippur;;Iraq;32.12693858;45.23078534;1;-1400;20000;Nippur_32.1_45.2
239;Susa;;Iran;32.19085;48.246028;1;-1400;10000;Susa_32.2_48.2
240;Thebes;Waset;Egypt;25.720556;32.610278;1;-1400;80000;Thebes_25.7_32.6
241;Ugarit;;Syria;35.60228865;35.78656277;1;-1400;10000;Ugarit_35.6_35.8
242;Uruk;Erech;Iraq;31.322222;45.636111;1;-1400;30000;Uruk_31.3_45.6
243;Amarna;;Egypt;27.64528963;30.89624244;1;-1360;30000;Amarna_27.6_30.9
244;Ao;Zhengzhou;China;34.766667;113.65;2;-1360;32000;Ao_34.8_113.7
245;Dur-Kurigalzu;;Iraq;33.35355825;44.20235367;1;-1360;40000;Dur-Kurigalzu_33.4_44.2
246;Hattusa;Hattusah, Khattushash, Bogazkale;Turkey;40.021111;34.609722;2;-1360;45000;Hattusa_40_34.6
247;Hazor;Tel Hazor;Israel;33.01745538;35.5685014;1;-1360;24000;Hazor_33_35.6
248;Heliopolis;;Egypt;30.129528;31.288889;3;-1360;30000;Heliopolis_30.1_31.3
249;Knossos;;Greece;35.2979516;25.16329744;1;-1360;30000;Knossos_35.3_25.2
250;Memphis;;Egypt;29.844722;31.250833;2;-1360;32000;Memphis_29.8_31.3
251;Mycenae;;Greece;37.73038721;22.75788116;1;-1360;30000;Mycenae_37.7_22.8
252;Thebes;Waset;Egypt;25.720556;32.610278;1;-1360;80000;Thebes_25.7_32.6
253;Ugarit;;Syria;35.60228865;35.78656277;1;-1360;24000;Ugarit_35.6_35.8
254;Uruk;Erech;Iraq;31.322222;45.636111;2;-1360;25000;Uruk_31.3_45.6
255;Assur;Ashur;Iraq;35.456667;43.2625;1;-1300;15000;Assur_35.5_43.3
256;Carchemish;Karkemish;Turkey/Syria;36.829722;38.015;1;-1300;10000;Carchemish_36.8_38
257;Hattusa;Hattusah, Khattushash, Bogazkale;Turkey;40.019722;34.615278;1;-1300;60000;Hattusa_40_34.6
258;Heliopolis;;Egypt;30.129528;31.288889;3;-1300;30000;Heliopolis_30.1_31.3
259;Hermopolis;;Egypt;27.781389;30.803889;1;-1300;30000;Hermopolis_27.8_30.8
260;Jarkutan;;Uzbekistan;39.750833;68.775833;3;-1300;20000;Jarkutan_39.8_68.8
261;Kition;Citium ;Cyprus;34.916667;33.633333;1;-1300;30000;Kition_34.9_33.6
262;Nineveh;;Iraq;36.359444;43.152778;1;-1300;10000;Nineveh_36.4_43.2
263;Nippur;;Iraq;32.12693858;45.23078534;1;-1300;30000;Nippur_32.1_45.2
264;Sapinuwa;Shapinuwa;Turkey;40.266667;35.25;1;-1300;75000;Sapinuwa_40.3_35.2
265;Susa;;Iran;32.19085;48.246028;1;-1300;10000;Susa_32.2_48.2
266;Thebes;Waset;Egypt;25.720556;32.610278;1;-1300;80000;Thebes_25.7_32.6
267;Troy;;Turkey;39.9575;26.238889;1;-1300;10000;Troy_40_26.2
268;Ugarit;;Syria;35.60228865;35.78656277;1;-1300;10000;Ugarit_35.6_35.8
269;Uruk;Erech;Iraq;31.322222;45.636111;1;-1300;30000;Uruk_31.3_45.6
270;Yin;Yinxu;China;36.139444;114.303056;1;-1300;120000;Yin_36.1_114.3
271;Anyang;;China;36.09944;114.32889;3;-1200;30000;Anyang_36.1_114.3
272;Argos;Argolis;Greece;37.63333;22.73333;1;-1200;24000;Argos_37.6_22.7
273;Assur;Ashur;Iraq;35.456667;43.2625;1;-1200;20000;Assur_35.5_43.3
274;Babylon;;Iraq;32.536389;44.420833;1;-1200;75000;Babylon_32.5_44.4
275;Dur-Kurigalzu;;Iraq;33.35355825;44.20235367;1;-1200;40000;Dur-Kurigalzu_33.4_44.2
276;Dur-Untash;Chogha Zanbil;Iran;32.008333;48.520833;1;-1200;10000;Dur-Untash_32_48.5
277;Hattusa;Hattusah, Khattushash, Bogazkale;Turkey;40.021111;34.609722;2;-1200;48000;Hattusa_40_34.6
278;Hattusa;Hattusah, Khattushash, Bogazkale;Turkey;40.019722;34.615278;1;-1200;60000;Hattusa_40_34.6
279;Heliopolis;;Egypt;30.129528;31.288889;3;-1200;30000;Heliopolis_30.1_31.3
280;Hermopolis;;Egypt;27.781389;30.803889;1;-1200;30000;Hermopolis_27.8_30.8
281;Isin;;Iraq;31.88487801;45.2692575;1;-1200;40000;Isin_31.9_45.3
282;Memphis;;Egypt;29.844722;31.250833;2;-1200;50000;Memphis_29.8_31.3
283;Memphis;;Egypt;29.844722;31.250833;2;-1200;75000;Memphis_29.8_31.3
284;Mycenae;;Greece;37.73038721;22.75788116;1;-1200;30000;Mycenae_37.7_22.8
285;Navarino;Pylos;Greece;36.916667;21.7;1;-1200;10000;Navarino_36.9_21.7
