"name","type","date","value"
"Afghanistan","Confirmed",2020-01-22,0
"Afghanistan","Confirmed",2020-01-23,0
"Afghanistan","Confirmed",2020-01-24,0
"Afghanistan","Confirmed",2020-01-25,0
"Afghanistan","Confirmed",2020-01-26,0
"Afghanistan","Confirmed",2020-01-27,0
"Afghanistan","Confirmed",2020-01-28,0
"Afghanistan","Confirmed",2020-01-29,0
"Afghanistan","Confirmed",2020-01-30,0
"Afghanistan","Confirmed",2020-01-31,0
"Afghanistan","Confirmed",2020-02-01,0
"Afghanistan","Confirmed",2020-02-02,0
"Afghanistan","Confirmed",2020-02-03,0
"Afghanistan","Confirmed",2020-02-04,0
"Afghanistan","Confirmed",2020-02-05,0
"Afghanistan","Confirmed",2020-02-06,0
"Afghanistan","Confirmed",2020-02-07,0
"Afghanistan","Confirmed",2020-02-08,0
"Afghanistan","Confirmed",2020-02-09,0
"Afghanistan","Confirmed",2020-02-10,0
"Afghanistan","Confirmed",2020-02-11,0
"Afghanistan","Confirmed",2020-02-12,0
"Afghanistan","Confirmed",2020-02-13,0
"Afghanistan","Confirmed",2020-02-14,0
"Afghanistan","Confirmed",2020-02-15,0
"Afghanistan","Confirmed",2020-02-16,0
"Afghanistan","Confirmed",2020-02-17,0
"Afghanistan","Confirmed",2020-02-18,0
"Afghanistan","Confirmed",2020-02-19,0
"Afghanistan","Confirmed",2020-02-20,0
"Afghanistan","Confirmed",2020-02-21,0
"Afghanistan","Confirmed",2020-02-22,0
"Afghanistan","Confirmed",2020-02-23,0
"Afghanistan","Confirmed",2020-02-24,1
"Afghanistan","Confirmed",2020-02-25,1
"Afghanistan","Confirmed",2020-02-26,1
"Afghanistan","Confirmed",2020-02-27,1
"Afghanistan","Confirmed",2020-02-28,1
"Afghanistan","Confirmed",2020-02-29,1
"Afghanistan","Confirmed",2020-03-01,1
"Afghanistan","Confirmed",2020-03-02,1
"Afghanistan","Confirmed",2020-03-03,1
"Afghanistan","Confirmed",2020-03-04,1
"Afghanistan","Confirmed",2020-03-05,1
"Afghanistan","Confirmed",2020-03-06,1
"Afghanistan","Confirmed",2020-03-07,1
"Afghanistan","Confirmed",2020-03-08,4
"Afghanistan","Confirmed",2020-03-09,4
"Afghanistan","Confirmed",2020-03-10,5
"Afghanistan","Confirmed",2020-03-11,7
"Afghanistan","Confirmed",2020-03-12,7
"Afghanistan","Confirmed",2020-03-13,7
"Afghanistan","Confirmed",2020-03-14,11
"Afghanistan","Confirmed",2020-03-15,16
"Afghanistan","Confirmed",2020-03-16,21
"Afghanistan","Confirmed",2020-03-17,22
"Afghanistan","Deaths",2020-01-22,0
"Afghanistan","Deaths",2020-01-23,0
"Afghanistan","Deaths",2020-01-24,0
"Afghanistan","Deaths",2020-01-25,0
"Afghanistan","Deaths",2020-01-26,0
"Afghanistan","Deaths",2020-01-27,0
"Afghanistan","Deaths",2020-01-28,0
"Afghanistan","Deaths",2020-01-29,0
"Afghanistan","Deaths",2020-01-30,0
"Afghanistan","Deaths",2020-01-31,0
"Afghanistan","Deaths",2020-02-01,0
"Afghanistan","Deaths",2020-02-02,0
"Afghanistan","Deaths",2020-02-03,0
"Afghanistan","Deaths",2020-02-04,0
"Afghanistan","Deaths",2020-02-05,0
"Afghanistan","Deaths",2020-02-06,0
"Afghanistan","Deaths",2020-02-07,0
"Afghanistan","Deaths",2020-02-08,0
"Afghanistan","Deaths",2020-02-09,0
"Afghanistan","Deaths",2020-02-10,0
"Afghanistan","Deaths",2020-02-11,0
"Afghanistan","Deaths",2020-02-12,0
"Afghanistan","Deaths",2020-02-13,0
"Afghanistan","Deaths",2020-02-14,0
"Afghanistan","Deaths",2020-02-15,0
"Afghanistan","Deaths",2020-02-16,0
"Afghanistan","Deaths",2020-02-17,0
"Afghanistan","Deaths",2020-02-18,0
"Afghanistan","Deaths",2020-02-19,0
"Afghanistan","Deaths",2020-02-20,0
"Afghanistan","Deaths",2020-02-21,0
"Afghanistan","Deaths",2020-02-22,0
"Afghanistan","Deaths",2020-02-23,0
"Afghanistan","Deaths",2020-02-24,0
"Afghanistan","Deaths",2020-02-25,0
"Afghanistan","Deaths",2020-02-26,0
"Afghanistan","Deaths",2020-02-27,0
"Afghanistan","Deaths",2020-02-28,0
"Afghanistan","Deaths",2020-02-29,0
"Afghanistan","Deaths",2020-03-01,0
"Afghanistan","Deaths",2020-03-02,0
"Afghanistan","Deaths",2020-03-03,0
"Afghanistan","Deaths",2020-03-04,0
"Afghanistan","Deaths",2020-03-05,0
"Afghanistan","Deaths",2020-03-06,0
"Afghanistan","Deaths",2020-03-07,0
"Afghanistan","Deaths",2020-03-08,0
"Afghanistan","Deaths",2020-03-09,0
"Afghanistan","Deaths",2020-03-10,0
"Afghanistan","Deaths",2020-03-11,0
"Afghanistan","Deaths",2020-03-12,0
"Afghanistan","Deaths",2020-03-13,0
"Afghanistan","Deaths",2020-03-14,0
"Afghanistan","Deaths",2020-03-15,0
"Afghanistan","Deaths",2020-03-16,0
"Afghanistan","Deaths",2020-03-17,0
"Afghanistan","Recovered",2020-01-22,0
"Afghanistan","Recovered",2020-01-23,0
"Afghanistan","Recovered",2020-01-24,0
"Afghanistan","Recovered",2020-01-25,0
"Afghanistan","Recovered",2020-01-26,0
"Afghanistan","Recovered",2020-01-27,0
"Afghanistan","Recovered",2020-01-28,0
"Afghanistan","Recovered",2020-01-29,0
"Afghanistan","Recovered",2020-01-30,0
"Afghanistan","Recovered",2020-01-31,0
"Afghanistan","Recovered",2020-02-01,0
"Afghanistan","Recovered",2020-02-02,0
"Afghanistan","Recovered",2020-02-03,0
"Afghanistan","Recovered",2020-02-04,0
"Afghanistan","Recovered",2020-02-05,0
"Afghanistan","Recovered",2020-02-06,0
"Afghanistan","Recovered",2020-02-07,0
"Afghanistan","Recovered",2020-02-08,0
"Afghanistan","Recovered",2020-02-09,0
"Afghanistan","Recovered",2020-02-10,0
"Afghanistan","Recovered",2020-02-11,0
"Afghanistan","Recovered",2020-02-12,0
"Afghanistan","Recovered",2020-02-13,0
"Afghanistan","Recovered",2020-02-14,0
"Afghanistan","Recovered",2020-02-15,0
"Afghanistan","Recovered",2020-02-16,0
"Afghanistan","Recovered",2020-02-17,0
"Afghanistan","Recovered",2020-02-18,0
"Afghanistan","Recovered",2020-02-19,0
"Afghanistan","Recovered",2020-02-20,0
"Afghanistan","Recovered",2020-02-21,0
"Afghanistan","Recovered",2020-02-22,0
"Afghanistan","Recovered",2020-02-23,0
"Afghanistan","Recovered",2020-02-24,0
"Afghanistan","Recovered",2020-02-25,0
"Afghanistan","Recovered",2020-02-26,0
"Afghanistan","Recovered",2020-02-27,0
"Afghanistan","Recovered",2020-02-28,0
"Afghanistan","Recovered",2020-02-29,0
"Afghanistan","Recovered",2020-03-01,0
"Afghanistan","Recovered",2020-03-02,0
"Afghanistan","Recovered",2020-03-03,0
"Afghanistan","Recovered",2020-03-04,0
"Afghanistan","Recovered",2020-03-05,0
"Afghanistan","Recovered",2020-03-06,0
"Afghanistan","Recovered",2020-03-07,0
"Afghanistan","Recovered",2020-03-08,0
"Afghanistan","Recovered",2020-03-09,0
"Afghanistan","Recovered",2020-03-10,0
"Afghanistan","Recovered",2020-03-11,0
"Afghanistan","Recovered",2020-03-12,0
"Afghanistan","Recovered",2020-03-13,0
"Afghanistan","Recovered",2020-03-14,0
"Afghanistan","Recovered",2020-03-15,0
"Afghanistan","Recovered",2020-03-16,1
"Afghanistan","Recovered",2020-03-17,1
"Albania","Confirmed",2020-01-22,0
"Albania","Confirmed",2020-01-23,0
"Albania","Confirmed",2020-01-24,0
"Albania","Confirmed",2020-01-25,0
"Albania","Confirmed",2020-01-26,0
"Albania","Confirmed",2020-01-27,0
"Albania","Confirmed",2020-01-28,0
"Albania","Confirmed",2020-01-29,0
"Albania","Confirmed",2020-01-30,0
"Albania","Confirmed",2020-01-31,0
"Albania","Confirmed",2020-02-01,0
"Albania","Confirmed",2020-02-02,0
"Albania","Confirmed",2020-02-03,0
"Albania","Confirmed",2020-02-04,0
"Albania","Confirmed",2020-02-05,0
"Albania","Confirmed",2020-02-06,0
"Albania","Confirmed",2020-02-07,0
"Albania","Confirmed",2020-02-08,0
"Albania","Confirmed",2020-02-09,0
"Albania","Confirmed",2020-02-10,0
"Albania","Confirmed",2020-02-11,0
"Albania","Confirmed",2020-02-12,0
"Albania","Confirmed",2020-02-13,0
"Albania","Confirmed",2020-02-14,0
"Albania","Confirmed",2020-02-15,0
"Albania","Confirmed",2020-02-16,0
"Albania","Confirmed",2020-02-17,0
"Albania","Confirmed",2020-02-18,0
"Albania","Confirmed",2020-02-19,0
"Albania","Confirmed",2020-02-20,0
"Albania","Confirmed",2020-02-21,0
"Albania","Confirmed",2020-02-22,0
"Albania","Confirmed",2020-02-23,0
"Albania","Confirmed",2020-02-24,0
"Albania","Confirmed",2020-02-25,0
"Albania","Confirmed",2020-02-26,0
"Albania","Confirmed",2020-02-27,0
"Albania","Confirmed",2020-02-28,0
"Albania","Confirmed",2020-02-29,0
"Albania","Confirmed",2020-03-01,0
"Albania","Confirmed",2020-03-02,0
"Albania","Confirmed",2020-03-03,0
"Albania","Confirmed",2020-03-04,0
"Albania","Confirmed",2020-03-05,0
"Albania","Confirmed",2020-03-06,0
"Albania","Confirmed",2020-03-07,0
"Albania","Confirmed",2020-03-08,0
"Albania","Confirmed",2020-03-09,2
"Albania","Confirmed",2020-03-10,10
"Albania","Confirmed",2020-03-11,12
"Albania","Confirmed",2020-03-12,23
"Albania","Confirmed",2020-03-13,33
"Albania","Confirmed",2020-03-14,38
"Albania","Confirmed",2020-03-15,42
"Albania","Confirmed",2020-03-16,51
"Albania","Confirmed",2020-03-17,55
"Albania","Deaths",2020-01-22,0
"Albania","Deaths",2020-01-23,0
"Albania","Deaths",2020-01-24,0
"Albania","Deaths",2020-01-25,0
"Albania","Deaths",2020-01-26,0
"Albania","Deaths",2020-01-27,0
"Albania","Deaths",2020-01-28,0
"Albania","Deaths",2020-01-29,0
"Albania","Deaths",2020-01-30,0
"Albania","Deaths",2020-01-31,0
"Albania","Deaths",2020-02-01,0
"Albania","Deaths",2020-02-02,0
"Albania","Deaths",2020-02-03,0
"Albania","Deaths",2020-02-04,0
"Albania","Deaths",2020-02-05,0
"Albania","Deaths",2020-02-06,0
"Albania","Deaths",2020-02-07,0
"Albania","Deaths",2020-02-08,0
"Albania","Deaths",2020-02-09,0
"Albania","Deaths",2020-02-10,0
"Albania","Deaths",2020-02-11,0
"Albania","Deaths",2020-02-12,0
"Albania","Deaths",2020-02-13,0
"Albania","Deaths",2020-02-14,0
"Albania","Deaths",2020-02-15,0
"Albania","Deaths",2020-02-16,0
"Albania","Deaths",2020-02-17,0
"Albania","Deaths",2020-02-18,0
"Albania","Deaths",2020-02-19,0
"Albania","Deaths",2020-02-20,0
"Albania","Deaths",2020-02-21,0
"Albania","Deaths",2020-02-22,0
"Albania","Deaths",2020-02-23,0
"Albania","Deaths",2020-02-24,0
"Albania","Deaths",2020-02-25,0
"Albania","Deaths",2020-02-26,0
"Albania","Deaths",2020-02-27,0
"Albania","Deaths",2020-02-28,0
"Albania","Deaths",2020-02-29,0
"Albania","Deaths",2020-03-01,0
"Albania","Deaths",2020-03-02,0
"Albania","Deaths",2020-03-03,0
"Albania","Deaths",2020-03-04,0
"Albania","Deaths",2020-03-05,0
"Albania","Deaths",2020-03-06,0
"Albania","Deaths",2020-03-07,0
"Albania","Deaths",2020-03-08,0
"Albania","Deaths",2020-03-09,0
"Albania","Deaths",2020-03-10,0
"Albania","Deaths",2020-03-11,1
"Albania","Deaths",2020-03-12,1
"Albania","Deaths",2020-03-13,1
"Albania","Deaths",2020-03-14,1
"Albania","Deaths",2020-03-15,1
"Albania","Deaths",2020-03-16,1
"Albania","Deaths",2020-03-17,1
"Albania","Recovered",2020-01-22,0
"Albania","Recovered",2020-01-23,0
"Albania","Recovered",2020-01-24,0
"Albania","Recovered",2020-01-25,0
"Albania","Recovered",2020-01-26,0
"Albania","Recovered",2020-01-27,0
"Albania","Recovered",2020-01-28,0
"Albania","Recovered",2020-01-29,0
"Albania","Recovered",2020-01-30,0
"Albania","Recovered",2020-01-31,0
"Albania","Recovered",2020-02-01,0
"Albania","Recovered",2020-02-02,0
"Albania","Recovered",2020-02-03,0
"Albania","Recovered",2020-02-04,0
"Albania","Recovered",2020-02-05,0
"Albania","Recovered",2020-02-06,0
"Albania","Recovered",2020-02-07,0
"Albania","Recovered",2020-02-08,0
"Albania","Recovered",2020-02-09,0
"Albania","Recovered",2020-02-10,0
"Albania","Recovered",2020-02-11,0
"Albania","Recovered",2020-02-12,0
"Albania","Recovered",2020-02-13,0
"Albania","Recovered",2020-02-14,0
"Albania","Recovered",2020-02-15,0
"Albania","Recovered",2020-02-16,0
"Albania","Recovered",2020-02-17,0
"Albania","Recovered",2020-02-18,0
"Albania","Recovered",2020-02-19,0
"Albania","Recovered",2020-02-20,0
"Albania","Recovered",2020-02-21,0
"Albania","Recovered",2020-02-22,0
"Albania","Recovered",2020-02-23,0
"Albania","Recovered",2020-02-24,0
"Albania","Recovered",2020-02-25,0
"Albania","Recovered",2020-02-26,0
"Albania","Recovered",2020-02-27,0
"Albania","Recovered",2020-02-28,0
"Albania","Recovered",2020-02-29,0
"Albania","Recovered",2020-03-01,0
"Albania","Recovered",2020-03-02,0
"Albania","Recovered",2020-03-03,0
"Albania","Recovered",2020-03-04,0
"Albania","Recovered",2020-03-05,0
"Albania","Recovered",2020-03-06,0
"Albania","Recovered",2020-03-07,0
"Albania","Recovered",2020-03-08,0
"Albania","Recovered",2020-03-09,0
"Albania","Recovered",2020-03-10,0
"Albania","Recovered",2020-03-11,0
"Albania","Recovered",2020-03-12,0
"Albania","Recovered",2020-03-13,0
"Albania","Recovered",2020-03-14,0
"Albania","Recovered",2020-03-15,0
"Albania","Recovered",2020-03-16,0
"Albania","Recovered",2020-03-17,0
"Algeria","Confirmed",2020-01-22,0
"Algeria","Confirmed",2020-01-23,0
"Algeria","Confirmed",2020-01-24,0
"Algeria","Confirmed",2020-01-25,0
"Algeria","Confirmed",2020-01-26,0
"Algeria","Confirmed",2020-01-27,0
"Algeria","Confirmed",2020-01-28,0
"Algeria","Confirmed",2020-01-29,0
"Algeria","Confirmed",2020-01-30,0
"Algeria","Confirmed",2020-01-31,0
"Algeria","Confirmed",2020-02-01,0
"Algeria","Confirmed",2020-02-02,0
"Algeria","Confirmed",2020-02-03,0
"Algeria","Confirmed",2020-02-04,0
"Algeria","Confirmed",2020-02-05,0
"Algeria","Confirmed",2020-02-06,0
"Algeria","Confirmed",2020-02-07,0
"Algeria","Confirmed",2020-02-08,0
"Algeria","Confirmed",2020-02-09,0
"Algeria","Confirmed",2020-02-10,0
"Algeria","Confirmed",2020-02-11,0
"Algeria","Confirmed",2020-02-12,0
"Algeria","Confirmed",2020-02-13,0
"Algeria","Confirmed",2020-02-14,0
"Algeria","Confirmed",2020-02-15,0
"Algeria","Confirmed",2020-02-16,0
"Algeria","Confirmed",2020-02-17,0
"Algeria","Confirmed",2020-02-18,0
"Algeria","Confirmed",2020-02-19,0
"Algeria","Confirmed",2020-02-20,0
"Algeria","Confirmed",2020-02-21,0
"Algeria","Confirmed",2020-02-22,0
"Algeria","Confirmed",2020-02-23,0
"Algeria","Confirmed",2020-02-24,0
"Algeria","Confirmed",2020-02-25,1
"Algeria","Confirmed",2020-02-26,1
"Algeria","Confirmed",2020-02-27,1
"Algeria","Confirmed",2020-02-28,1
"Algeria","Confirmed",2020-02-29,1
"Algeria","Confirmed",2020-03-01,1
"Algeria","Confirmed",2020-03-02,3
"Algeria","Confirmed",2020-03-03,5
"Algeria","Confirmed",2020-03-04,12
"Algeria","Confirmed",2020-03-05,12
"Algeria","Confirmed",2020-03-06,17
"Algeria","Confirmed",2020-03-07,17
"Algeria","Confirmed",2020-03-08,19
"Algeria","Confirmed",2020-03-09,20
"Algeria","Confirmed",2020-03-10,20
"Algeria","Confirmed",2020-03-11,20
"Algeria","Confirmed",2020-03-12,24
"Algeria","Confirmed",2020-03-13,26
"Algeria","Confirmed",2020-03-14,37
"Algeria","Confirmed",2020-03-15,48
"Algeria","Confirmed",2020-03-16,54
"Algeria","Confirmed",2020-03-17,60
"Algeria","Deaths",2020-01-22,0
"Algeria","Deaths",2020-01-23,0
"Algeria","Deaths",2020-01-24,0
"Algeria","Deaths",2020-01-25,0
"Algeria","Deaths",2020-01-26,0
"Algeria","Deaths",2020-01-27,0
"Algeria","Deaths",2020-01-28,0
"Algeria","Deaths",2020-01-29,0
"Algeria","Deaths",2020-01-30,0
"Algeria","Deaths",2020-01-31,0
"Algeria","Deaths",2020-02-01,0
"Algeria","Deaths",2020-02-02,0
"Algeria","Deaths",2020-02-03,0
"Algeria","Deaths",2020-02-04,0
"Algeria","Deaths",2020-02-05,0
"Algeria","Deaths",2020-02-06,0
"Algeria","Deaths",2020-02-07,0
"Algeria","Deaths",2020-02-08,0
"Algeria","Deaths",2020-02-09,0
"Algeria","Deaths",2020-02-10,0
"Algeria","Deaths",2020-02-11,0
"Algeria","Deaths",2020-02-12,0
"Algeria","Deaths",2020-02-13,0
"Algeria","Deaths",2020-02-14,0
"Algeria","Deaths",2020-02-15,0
"Algeria","Deaths",2020-02-16,0
"Algeria","Deaths",2020-02-17,0
"Algeria","Deaths",2020-02-18,0
"Algeria","Deaths",2020-02-19,0
"Algeria","Deaths",2020-02-20,0
"Algeria","Deaths",2020-02-21,0
"Algeria","Deaths",2020-02-22,0
"Algeria","Deaths",2020-02-23,0
"Algeria","Deaths",2020-02-24,0
"Algeria","Deaths",2020-02-25,0
"Algeria","Deaths",2020-02-26,0
"Algeria","Deaths",2020-02-27,0
"Algeria","Deaths",2020-02-28,0
"Algeria","Deaths",2020-02-29,0
"Algeria","Deaths",2020-03-01,0
"Algeria","Deaths",2020-03-02,0
"Algeria","Deaths",2020-03-03,0
"Algeria","Deaths",2020-03-04,0
"Algeria","Deaths",2020-03-05,0
"Algeria","Deaths",2020-03-06,0
"Algeria","Deaths",2020-03-07,0
"Algeria","Deaths",2020-03-08,0
"Algeria","Deaths",2020-03-09,0
"Algeria","Deaths",2020-03-10,0
"Algeria","Deaths",2020-03-11,0
"Algeria","Deaths",2020-03-12,1
"Algeria","Deaths",2020-03-13,2
"Algeria","Deaths",2020-03-14,3
"Algeria","Deaths",2020-03-15,4
"Algeria","Deaths",2020-03-16,4
"Algeria","Deaths",2020-03-17,4
"Algeria","Recovered",2020-01-22,0
"Algeria","Recovered",2020-01-23,0
"Algeria","Recovered",2020-01-24,0
"Algeria","Recovered",2020-01-25,0
"Algeria","Recovered",2020-01-26,0
"Algeria","Recovered",2020-01-27,0
"Algeria","Recovered",2020-01-28,0
"Algeria","Recovered",2020-01-29,0
"Algeria","Recovered",2020-01-30,0
"Algeria","Recovered",2020-01-31,0
"Algeria","Recovered",2020-02-01,0
"Algeria","Recovered",2020-02-02,0
"Algeria","Recovered",2020-02-03,0
"Algeria","Recovered",2020-02-04,0
"Algeria","Recovered",2020-02-05,0
"Algeria","Recovered",2020-02-06,0
"Algeria","Recovered",2020-02-07,0
"Algeria","Recovered",2020-02-08,0
"Algeria","Recovered",2020-02-09,0
"Algeria","Recovered",2020-02-10,0
"Algeria","Recovered",2020-02-11,0
"Algeria","Recovered",2020-02-12,0
"Algeria","Recovered",2020-02-13,0
"Algeria","Recovered",2020-02-14,0
"Algeria","Recovered",2020-02-15,0
"Algeria","Recovered",2020-02-16,0
"Algeria","Recovered",2020-02-17,0
"Algeria","Recovered",2020-02-18,0
"Algeria","Recovered",2020-02-19,0
"Algeria","Recovered",2020-02-20,0
"Algeria","Recovered",2020-02-21,0
"Algeria","Recovered",2020-02-22,0
"Algeria","Recovered",2020-02-23,0
"Algeria","Recovered",2020-02-24,0
"Algeria","Recovered",2020-02-25,0
"Algeria","Recovered",2020-02-26,0
"Algeria","Recovered",2020-02-27,0
"Algeria","Recovered",2020-02-28,0
"Algeria","Recovered",2020-02-29,0
"Algeria","Recovered",2020-03-01,0
"Algeria","Recovered",2020-03-02,0
"Algeria","Recovered",2020-03-03,0
"Algeria","Recovered",2020-03-04,0
"Algeria","Recovered",2020-03-05,0
"Algeria","Recovered",2020-03-06,0
"Algeria","Recovered",2020-03-07,0
"Algeria","Recovered",2020-03-08,0
"Algeria","Recovered",2020-03-09,0
"Algeria","Recovered",2020-03-10,0
"Algeria","Recovered",2020-03-11,0
"Algeria","Recovered",2020-03-12,8
"Algeria","Recovered",2020-03-13,8
"Algeria","Recovered",2020-03-14,12
"Algeria","Recovered",2020-03-15,12
"Algeria","Recovered",2020-03-16,12
"Algeria","Recovered",2020-03-17,12
"Andorra","Confirmed",2020-01-22,0
"Andorra","Confirmed",2020-01-23,0
"Andorra","Confirmed",2020-01-24,0
"Andorra","Confirmed",2020-01-25,0
"Andorra","Confirmed",2020-01-26,0
"Andorra","Confirmed",2020-01-27,0
"Andorra","Confirmed",2020-01-28,0
"Andorra","Confirmed",2020-01-29,0
"Andorra","Confirmed",2020-01-30,0
"Andorra","Confirmed",2020-01-31,0
"Andorra","Confirmed",2020-02-01,0
"Andorra","Confirmed",2020-02-02,0
"Andorra","Confirmed",2020-02-03,0
"Andorra","Confirmed",2020-02-04,0
"Andorra","Confirmed",2020-02-05,0
"Andorra","Confirmed",2020-02-06,0
"Andorra","Confirmed",2020-02-07,0
"Andorra","Confirmed",2020-02-08,0
"Andorra","Confirmed",2020-02-09,0
"Andorra","Confirmed",2020-02-10,0
"Andorra","Confirmed",2020-02-11,0
"Andorra","Confirmed",2020-02-12,0
"Andorra","Confirmed",2020-02-13,0
"Andorra","Confirmed",2020-02-14,0
"Andorra","Confirmed",2020-02-15,0
"Andorra","Confirmed",2020-02-16,0
"Andorra","Confirmed",2020-02-17,0
"Andorra","Confirmed",2020-02-18,0
"Andorra","Confirmed",2020-02-19,0
"Andorra","Confirmed",2020-02-20,0
"Andorra","Confirmed",2020-02-21,0
"Andorra","Confirmed",2020-02-22,0
"Andorra","Confirmed",2020-02-23,0
"Andorra","Confirmed",2020-02-24,0
"Andorra","Confirmed",2020-02-25,0
"Andorra","Confirmed",2020-02-26,0
"Andorra","Confirmed",2020-02-27,0
"Andorra","Confirmed",2020-02-28,0
"Andorra","Confirmed",2020-02-29,0
"Andorra","Confirmed",2020-03-01,0
"Andorra","Confirmed",2020-03-02,1
"Andorra","Confirmed",2020-03-03,1
"Andorra","Confirmed",2020-03-04,1
"Andorra","Confirmed",2020-03-05,1
"Andorra","Confirmed",2020-03-06,1
"Andorra","Confirmed",2020-03-07,1
"Andorra","Confirmed",2020-03-08,1
"Andorra","Confirmed",2020-03-09,1
"Andorra","Confirmed",2020-03-10,1
"Andorra","Confirmed",2020-03-11,1
"Andorra","Confirmed",2020-03-12,1
"Andorra","Confirmed",2020-03-13,1
"Andorra","Confirmed",2020-03-14,1
"Andorra","Confirmed",2020-03-15,1
"Andorra","Confirmed",2020-03-16,2
"Andorra","Confirmed",2020-03-17,39
"Andorra","Deaths",2020-01-22,0
"Andorra","Deaths",2020-01-23,0
"Andorra","Deaths",2020-01-24,0
"Andorra","Deaths",2020-01-25,0
"Andorra","Deaths",2020-01-26,0
"Andorra","Deaths",2020-01-27,0
"Andorra","Deaths",2020-01-28,0
"Andorra","Deaths",2020-01-29,0
"Andorra","Deaths",2020-01-30,0
"Andorra","Deaths",2020-01-31,0
"Andorra","Deaths",2020-02-01,0
"Andorra","Deaths",2020-02-02,0
"Andorra","Deaths",2020-02-03,0
"Andorra","Deaths",2020-02-04,0
"Andorra","Deaths",2020-02-05,0
"Andorra","Deaths",2020-02-06,0
"Andorra","Deaths",2020-02-07,0
"Andorra","Deaths",2020-02-08,0
"Andorra","Deaths",2020-02-09,0
"Andorra","Deaths",2020-02-10,0
"Andorra","Deaths",2020-02-11,0
"Andorra","Deaths",2020-02-12,0
"Andorra","Deaths",2020-02-13,0
"Andorra","Deaths",2020-02-14,0
"Andorra","Deaths",2020-02-15,0
"Andorra","Deaths",2020-02-16,0
"Andorra","Deaths",2020-02-17,0
"Andorra","Deaths",2020-02-18,0
"Andorra","Deaths",2020-02-19,0
"Andorra","Deaths",2020-02-20,0
"Andorra","Deaths",2020-02-21,0
"Andorra","Deaths",2020-02-22,0
"Andorra","Deaths",2020-02-23,0
"Andorra","Deaths",2020-02-24,0
"Andorra","Deaths",2020-02-25,0
"Andorra","Deaths",2020-02-26,0
"Andorra","Deaths",2020-02-27,0
"Andorra","Deaths",2020-02-28,0
"Andorra","Deaths",2020-02-29,0
"Andorra","Deaths",2020-03-01,0
"Andorra","Deaths",2020-03-02,0
"Andorra","Deaths",2020-03-03,0
"Andorra","Deaths",2020-03-04,0
"Andorra","Deaths",2020-03-05,0
"Andorra","Deaths",2020-03-06,0
"Andorra","Deaths",2020-03-07,0
"Andorra","Deaths",2020-03-08,0
"Andorra","Deaths",2020-03-09,0
"Andorra","Deaths",2020-03-10,0
"Andorra","Deaths",2020-03-11,0
"Andorra","Deaths",2020-03-12,0
"Andorra","Deaths",2020-03-13,0
"Andorra","Deaths",2020-03-14,0
"Andorra","Deaths",2020-03-15,0
"Andorra","Deaths",2020-03-16,0
"Andorra","Deaths",2020-03-17,0
"Andorra","Recovered",2020-01-22,0
"Andorra","Recovered",2020-01-23,0
"Andorra","Recovered",2020-01-24,0
"Andorra","Recovered",2020-01-25,0
"Andorra","Recovered",2020-01-26,0
"Andorra","Recovered",2020-01-27,0
"Andorra","Recovered",2020-01-28,0
"Andorra","Recovered",2020-01-29,0
"Andorra","Recovered",2020-01-30,0
"Andorra","Recovered",2020-01-31,0
"Andorra","Recovered",2020-02-01,0
"Andorra","Recovered",2020-02-02,0
"Andorra","Recovered",2020-02-03,0
"Andorra","Recovered",2020-02-04,0
"Andorra","Recovered",2020-02-05,0
"Andorra","Recovered",2020-02-06,0
"Andorra","Recovered",2020-02-07,0
"Andorra","Recovered",2020-02-08,0
"Andorra","Recovered",2020-02-09,0
"Andorra","Recovered",2020-02-10,0
"Andorra","Recovered",2020-02-11,0
"Andorra","Recovered",2020-02-12,0
"Andorra","Recovered",2020-02-13,0
"Andorra","Recovered",2020-02-14,0
"Andorra","Recovered",2020-02-15,0
"Andorra","Recovered",2020-02-16,0
"Andorra","Recovered",2020-02-17,0
"Andorra","Recovered",2020-02-18,0
"Andorra","Recovered",2020-02-19,0
"Andorra","Recovered",2020-02-20,0
"Andorra","Recovered",2020-02-21,0
"Andorra","Recovered",2020-02-22,0
"Andorra","Recovered",2020-02-23,0
"Andorra","Recovered",2020-02-24,0
"Andorra","Recovered",2020-02-25,0
"Andorra","Recovered",2020-02-26,0
"Andorra","Recovered",2020-02-27,0
"Andorra","Recovered",2020-02-28,0
"Andorra","Recovered",2020-02-29,0
"Andorra","Recovered",2020-03-01,0
"Andorra","Recovered",2020-03-02,0
"Andorra","Recovered",2020-03-03,0
"Andorra","Recovered",2020-03-04,0
"Andorra","Recovered",2020-03-05,0
"Andorra","Recovered",2020-03-06,0
"Andorra","Recovered",2020-03-07,0
"Andorra","Recovered",2020-03-08,0
"Andorra","Recovered",2020-03-09,0
"Andorra","Recovered",2020-03-10,0
"Andorra","Recovered",2020-03-11,0
"Andorra","Recovered",2020-03-12,1
"Andorra","Recovered",2020-03-13,0
"Andorra","Recovered",2020-03-14,1
"Andorra","Recovered",2020-03-15,1
"Andorra","Recovered",2020-03-16,1
"Andorra","Recovered",2020-03-17,1
"Antigua and Barbuda","Confirmed",2020-01-22,0
"Antigua and Barbuda","Confirmed",2020-01-23,0
"Antigua and Barbuda","Confirmed",2020-01-24,0
"Antigua and Barbuda","Confirmed",2020-01-25,0
"Antigua and Barbuda","Confirmed",2020-01-26,0
